Name                                 RA           Dec         z    R500   err    T500   err     M500      err      R2500  err    T2500  err     M2500     err         LX       err        c500    err       c     err     P1/P0     err        P2/P0     err        P3/P0     err         w        err        w_azi     err       ellip   posang    K0    err     K100   err   alpha err   t_c_ctr  err   R2500_hy  Mtot@R2500h  err     Mgas@R2500h  err    fgas@R2500h err Mtot@R2500s  err     Mgas@R2500s  err    fgas@R2500s err
                                  (J2000)       (J2000)               (Mpc)         (keV)           (M_Sun)           (Mpc)         (keV)           (M_Sun)            (erg s-1)         (0.1-0.5R500)    (100-500kpc)                                                                                                                    (rad)     (keV cm2)     (keV cm2)                    (Gyr)        (Mpc)         (M_Sun)              (M_Sun)                             (M_Sun)              (M_Sun)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
ABELL_0267                        1:52:42.27    1:00:45.3  0.2310  1.265 0.082   7.739 0.754  7.325e+14 1.428e+14  0.563 0.032   7.673 0.659  3.222e+14 5.449e+13  7.579e+44 1.727e+43    5.321  0.306    8.277  0.392  6.766e+00 2.033e+00  4.849e-01 1.726e-01  9.736e-03 1.820e-02  3.222e-03 8.480e-05  8.262e-02 2.174e-03  0.2959   1.8511  155.28  10.52   46.27  10.51  1.80 0.20   7.550  3.200    0.511   2.408e+14 1.796e+13  2.377e+13 4.009e+11  0.0987 0.0076   2.717e+14 2.337e+13  2.766e+13 4.850e+11  0.1018 0.0089
ABELL_0368                        2:37:27.64  -26:30:29.0  0.2200  1.097 0.095   5.851 0.830  4.715e+14 1.235e+14  0.497 0.046   6.058 0.896  2.193e+14 6.111e+13  7.573e+44 2.545e+43   12.471  0.636   15.959  0.756  6.659e-01 6.569e-01  2.572e-01 1.667e-01  1.549e-03 1.007e-02  1.721e-03 4.528e-05  6.799e-02 1.789e-03  0.2584  -0.1717   46.82   3.97   98.93   5.91  1.18 0.05   2.185  0.426      -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_0370                        2:39:53.17   -1:34:36.9  0.3750  1.234 0.074   8.487 0.652  7.884e+14 1.423e+14  0.558 0.030   8.658 0.637  3.651e+14 5.883e+13  9.647e+44 1.688e+43    2.344  0.149    4.682  0.202  3.428e+00 8.464e-01  7.404e-01 1.478e-01  3.114e-02 1.721e-02  3.991e-03 1.050e-04  7.472e-02 1.966e-03  0.4284   4.7375  272.13  19.61   35.40  11.39  1.72 0.20  19.890 13.890    0.517   2.891e+14 2.894e+13  2.968e+13 1.178e+12  0.1027 0.0111   3.062e+14 3.146e+13  3.375e+13 1.254e+12  0.1102 0.0120
ABELL_0376                        2:46:03.95   36:54:19.7  0.0484  1.046 0.034   4.613 0.221  3.495e+14 3.438e+13  0.468 0.016   4.696 0.258  1.562e+14 1.616e+13  6.566e+43 1.742e+42    4.866  0.458      -      -    1.462e+01 6.666e+00  1.855e-02 1.408e-01  1.063e-02 4.508e-02  1.472e-03 3.875e-05  7.214e-02 1.898e-03  0.0466   2.2684   35.82  14.16  214.57  20.30  0.73 0.07   3.792  0.855    0.305   4.337e+13 1.733e+12  3.647e+12 8.186e+10  0.0841 0.0039   3.539e+13 1.536e+12      -         -         -      -  
ABELL_0383                        2:48:03.36   -3:31:44.7  0.1871  1.054 0.037   5.257 0.255  4.050e+14 4.254e+13  0.470 0.015   5.308 0.235  1.792e+14 1.666e+13  4.139e+44 8.656e+42    6.606  0.195   16.587  0.303  2.065e-01 1.452e-01  4.373e-03 8.504e-03  1.591e-03 2.800e-03  1.192e-03 3.136e-05  8.314e-02 2.188e-03  0.0720   1.7496   25.06   2.93  106.85   5.02  1.38 0.09   1.283  0.183    0.434   1.411e+14 3.361e+12  1.564e+13 1.980e+11  0.1109 0.0030   1.519e+14 3.435e+12  1.748e+13 2.157e+11  0.1151 0.0030
ABELL_0399                        2:57:53.38   13:01:30.9  0.0718  1.284 0.034   6.908 0.139  6.595e+14 5.181e+13  0.574 0.011   6.942 0.132  2.944e+14 1.723e+13  2.863e+44 1.919e+42    1.517  0.177    5.103  0.122  7.021e+01 4.454e+00  8.376e-01 1.888e-01  6.620e-03 8.998e-03  2.322e-03 6.111e-05  4.915e-02 1.293e-03  0.2012   2.0114     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_0400                        2:57:41.60    6:01:27.6  0.0244  0.785 0.029   2.623 0.080  1.449e+14 1.586e+13  0.342 0.010   2.601 0.098  5.954e+13 5.170e+12  1.465e+43 4.813e+41    1.372  0.250   22.633  0.906      -         -          -         -          -         -          -         -          -         -      0.2035   1.7363   87.85  17.86  105.51  21.42  1.00 0.26   9.964  5.564    0.432   1.206e+14 1.026e+13      -         -         -      -     1.036e+14 6.927e+12      -         -         -      -  
ABELL_0401                        2:58:56.92   13:34:14.5  0.0737  1.349 0.037   7.595 0.105  7.662e+14 6.269e+13  0.609 0.011   7.729 0.103  3.518e+14 1.990e+13  7.432e+44 1.881e+42    1.149  0.055    5.424  0.035  5.335e+00 4.849e-01  8.641e-01 7.350e-02  6.712e-02 1.263e-02  1.427e-03 3.755e-05  3.036e-02 7.990e-04  0.2101   2.1234  125.60  21.46  149.31  23.37  0.83 0.10   0.000  0.000    0.382   8.715e+13 2.770e+12  1.692e+13 6.730e+10  0.1941 0.0062   1.307e+14 1.373e+13      -         -         -      -  
ABELL_0402                        2:57:41.02  -22:09:11.1  0.3224  1.196 0.117   7.599 1.131  6.791e+14 1.996e+14  0.552 0.054   8.078 1.195  3.343e+14 9.880e+13  9.464e+44 2.914e+43   13.404  0.642   10.941  0.560  1.419e+00 8.762e-01  5.222e-02 8.265e-02  1.502e-02 2.130e-02  2.693e-03 7.088e-05  5.330e-02 1.403e-03  0.1510  -3.1471  156.21  19.42   59.04  19.29  1.51 0.25   8.588  2.621    0.442   1.717e+14 7.293e+12  2.053e+13 4.446e+11  0.1196 0.0057   2.129e+14 8.814e+12  2.814e+13 6.156e+11  0.1322 0.0062
ABELL_0478                        4:13:25.34   10:27:55.2  0.0881  1.339 0.039   7.575 0.174  7.582e+14 6.651e+13  0.598 0.013   7.583 0.163  3.382e+14 2.146e+13  1.722e+45 6.596e+42    3.749  0.053    8.783  0.056  9.067e-01 1.607e-01  8.330e-01 6.308e-02  2.568e-05 3.250e-04  1.060e-03 2.790e-05  5.949e-02 1.566e-03  0.2792   5.5178   12.86   1.73  118.97   2.89  1.06 0.03   0.726  0.082    0.495   1.920e+14 2.224e+13      -         -         -      -     2.349e+14 2.736e+13      -         -         -      -  
ABELL_0496                        4:33:38.04  -13:15:39.6  0.0329  1.032 0.021   4.436 0.034  3.309e+14 2.002e+13  0.468 0.007   4.645 0.048  1.547e+14 7.232e+12  1.422e+44 6.965e+41    2.073  0.057    6.700  0.042  3.822e+00 3.276e-01  1.678e-01 2.331e-02  3.953e-02 7.386e-03  1.440e-03 3.789e-05  6.844e-02 1.801e-03  0.1482  -1.4885    7.08   1.27  151.30   6.75  1.05 0.06   0.307  0.052    0.245   2.211e+13 1.281e+13      -         -         -      -     2.217e+12 3.366e+13      -         -         -      -  
ABELL_0514                        4:48:01.67  -20:26:52.0  0.0713  0.922 0.040   3.695 0.243  2.441e+14 3.160e+13  0.402 0.016   3.631 0.236  1.012e+14 1.233e+13  4.930e+43 1.623e+42    2.131  0.293      -      -    1.614e+02 1.475e+01  3.445e+00 8.949e-01  1.719e+00 4.040e-01  2.946e-03 7.753e-05  5.047e-02 1.328e-03  0.3635   0.1913     -      -       -      -     -    -       -      -      0.089   1.091e+12 1.642e+12  1.389e+11 7.533e+09  0.1273 0.1916   5.205e+13 5.194e+12  3.329e+12 2.574e+11  0.0640 0.0081
ABELL_0520                        4:54:10.30    2:55:36.5  0.1990  1.328 0.042   8.214 0.120  8.194e+14 7.719e+13  0.596 0.012   8.273 0.116  3.705e+14 2.326e+13  7.361e+44 7.817e+42    1.266  0.120    2.935  0.039  5.920e+01 1.781e+00  1.032e+00 7.115e-02  6.902e-02 9.871e-03  4.578e-03 1.205e-04  5.430e-02 1.429e-03  0.1383   4.4431     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_0521                        4:54:06.34  -10:13:16.9  0.2533  1.194 0.036   7.082 0.175  6.287e+14 5.728e+13  0.536 0.013   7.158 0.172  2.843e+14 1.994e+13  6.710e+44 6.442e+42    1.846  0.198    4.554  0.125  9.565e+00 1.123e+00  5.537e-01 9.321e-02  5.804e-02 1.978e-02  3.322e-03 8.743e-05  6.107e-02 1.607e-03  0.1477  -1.3708     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_0539                        5:16:37.33    6:26:25.2  0.0284  0.821 0.025   2.873 0.031  1.659e+14 1.510e+13  0.362 0.007   2.901 0.032  7.112e+13 4.097e+12  3.422e+43 9.421e+41    2.453  0.318   18.429  0.430  3.274e-01 4.491e-01  2.184e-01 1.296e-01  1.147e-02 2.001e-02  7.243e-04 1.906e-05  4.573e-02 1.203e-03  0.1279  -1.0979     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_0545                        5:32:25.37  -11:32:31.7  0.1540  1.287 0.049   7.449 0.360  7.158e+14 8.258e+13  0.582 0.020   7.624 0.368  3.306e+14 3.359e+13  6.574e+44 9.509e+42    2.433  0.132    4.258  0.110  3.688e+01 2.744e+00  7.186e-01 1.202e-01  9.544e-03 7.273e-03  3.391e-03 8.925e-05  5.378e-02 1.415e-03  0.3250   1.2042  200.91  14.97   81.84  16.19  1.01 0.12   8.013  2.074    0.526   2.445e+14 2.529e+13  2.884e+13 4.969e+11  0.1179 0.0124   3.205e+14 1.399e+13  3.461e+13 5.590e+11  0.1080 0.0050
ABELL_0548A                       5:48:38.31  -25:28:40.4  0.0395  0.855 0.032   3.125 0.152  1.895e+14 2.160e+13  0.371 0.013   3.067 0.155  7.749e+13 7.832e+12  2.249e+43 6.699e+41    6.426  0.918      -      -    2.926e-01 1.060e+00  2.127e-01 3.160e-01  2.339e-02 6.514e-02  1.217e-03 3.202e-05  7.374e-02 1.940e-03  0.2234   5.6668    6.90   6.24  191.98  10.73  0.87 0.08   2.146  0.517    0.333   5.597e+13 7.213e+12      -         -         -      -     6.076e+13 7.274e+12      -         -         -      -  
ABELL_0550                        5:52:51.82  -21:03:13.0  0.0990  1.138 0.042   5.627 0.313  4.698e+14 5.251e+13  0.507 0.017   5.656 0.294  2.072e+14 2.100e+13  3.227e+44 8.212e+42    2.098  0.258    7.009  0.351  2.818e+01 8.525e+00  2.120e+00 7.388e-01  1.476e-02 3.102e-02  2.359e-03 6.208e-05  7.465e-02 1.964e-03  0.2731  -2.4150    0.00   0.01  185.19  28.11  0.86 0.10   3.205  6.182    0.446   1.411e+14 1.008e+13  1.418e+13 2.839e+11  0.1005 0.0075   1.596e+14 1.242e+13  1.778e+13 3.044e+11  0.1114 0.0089
ABELL_0562                        6:53:21.52   69:19:51.2  0.1100  0.852 0.041   3.285 0.234  1.992e+14 2.880e+13  0.353 0.015   2.945 0.197  7.064e+13 9.172e+12  5.154e+43 1.987e+42    4.050  0.425      -      -    1.572e+00 1.039e+00  1.368e-01 1.130e-01  1.071e-03 7.004e-03  1.674e-03 4.405e-05  6.718e-02 1.768e-03  0.2555   5.6940  105.02  58.39  106.38  62.15  0.53 0.33  13.250  6.058    0.376   8.537e+13 1.536e+13      -         -         -      -     8.285e+13 1.454e+13      -         -         -      -  
ABELL_0576                        7:21:30.39   55:45:41.9  0.0389  1.028 0.025   4.425 0.117  3.290e+14 2.417e+13  0.454 0.009   4.413 0.109  1.413e+14 8.579e+12  5.184e+43 6.982e+41    1.854  0.115    3.935  0.096  5.089e+00 1.102e+00  3.781e-01 1.141e-01  9.220e-03 1.138e-02  1.769e-03 4.656e-05  5.217e-02 1.373e-03  0.2225   4.7083   67.83  11.15  208.04  21.24  1.38 0.30   4.823  1.889    0.494   1.827e+14 4.495e+13      -         -         -      -     1.558e+14 3.576e+13      -         -         -      -  
ABELL_0578                        7:24:53.51   66:59:07.4  0.0866  0.776 0.041   2.699 0.201  1.472e+14 2.332e+13  0.331 0.018   2.578 0.226  5.698e+13 9.368e+12  1.418e+43 1.060e+42      -      -        -      -    4.530e+00 2.332e+00  1.986e-01 2.071e-01  5.625e-03 1.744e-02  2.974e-03 7.826e-05  6.712e-02 1.766e-03  0.4449   3.0559   16.29  11.46  240.67  17.11  1.05 0.11   7.005  2.065    0.280   3.475e+13 1.907e+13      -         -         -      -     4.460e+13 3.186e+13      -         -         -      -  
ABELL_0586                        7:32:20.34   31:37:58.6  0.1710  1.139 0.050   5.999 0.389  5.037e+14 6.573e+13  0.516 0.023   6.208 0.431  2.339e+14 3.143e+13  7.704e+44 1.036e+43    3.421  0.186   10.512  0.313  1.891e-01 2.495e-01  8.494e-02 7.290e-02  4.123e-03 8.333e-03  1.024e-03 2.696e-05  8.509e-02 2.239e-03  0.0839  -2.1486  125.49   9.90   53.15  12.83  1.71 0.29   5.444  1.650    0.504   2.182e+14 9.068e+12  2.245e+13 3.779e+11  0.1029 0.0046   2.134e+14 1.664e+13  2.315e+13 3.898e+11  0.1085 0.0086
ABELL_0598                        7:51:25.20   17:30:50.1  0.1894  0.991 0.070   4.692 0.540  3.375e+14 7.142e+13  0.457 0.030   5.055 0.535  1.651e+14 3.278e+13  4.493e+44 1.301e+43   10.003  0.464   22.980  0.854  1.195e+01 2.456e+00  1.310e-01 1.022e-01  8.400e-03 1.421e-02  3.565e-03 9.382e-05  3.242e-02 8.531e-04  0.2317   3.7772    7.89   1.68  105.63   5.47  1.28 0.06   0.378  0.052    0.446   1.543e+14 9.891e+12  1.491e+13 2.282e+11  0.0966 0.0064   1.575e+14 1.006e+13  1.539e+13 2.356e+11  0.0978 0.0064
ABELL_0611                        8:00:56.83   36:03:24.1  0.2880  1.266 0.084   8.175 0.781  7.764e+14 1.552e+14  0.571 0.035   8.306 0.755  3.574e+14 6.574e+13  9.710e+44 1.603e+43    8.593  0.269   11.491  0.320  3.227e-01 2.735e-01  5.646e-02 4.268e-02  1.153e-03 3.575e-03  2.073e-03 5.455e-05  5.496e-02 1.446e-03  0.1304   2.2072  106.33   8.43   72.70   9.95  1.55 0.12   4.782  1.125    0.478   2.086e+14 1.955e+13  2.384e+13 3.331e+11  0.1143 0.0108   2.539e+14 2.477e+13  3.090e+13 4.461e+11  0.1217 0.0120
ABELL_0644                        8:17:25.22   -7:30:40.0  0.0704  1.282 0.036   6.867 0.198  6.543e+14 5.582e+13  0.567 0.013   6.782 0.186  2.835e+14 1.905e+13  6.299e+44 4.201e+42    1.666  0.064    8.213  0.090  3.305e+01 2.558e+00  1.809e+00 2.193e-01  7.059e-02 2.077e-02  1.939e-03 5.102e-05  8.222e-02 2.164e-03  0.2522   4.8608   96.36   5.21   79.09   7.06  1.48 0.09  17.650 99.999    0.415   1.110e+14 2.091e+13  1.664e+13 1.503e+11  0.1500 0.0283   3.678e+14 8.479e+13  2.756e+13 4.782e+11  0.0749 0.0173
ABELL_0665                        8:30:59.22   65:50:20.1  0.1819  1.369 0.050   8.574 0.267  8.840e+14 9.609e+13  0.614 0.016   8.591 0.254  3.984e+14 3.159e+13  6.832e+44 7.777e+42    1.873  0.083    6.543  0.105  4.716e+01 2.202e+00  6.269e-01 9.347e-02  3.665e-03 4.070e-03  4.331e-03 1.140e-04  4.769e-02 1.255e-03  0.1425  -5.2869     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_0697                        8:42:57.55   36:21:57.6  0.2820  1.661 0.161  13.559 1.825  1.743e+15 5.081e+14  0.713 0.058  12.371 1.486  6.907e+14 1.678e+14  1.818e+45 2.929e+43    9.933  0.314    4.409  0.213  4.247e-01 4.564e-01  3.493e-01 1.236e-01  5.281e-03 9.945e-03  1.957e-03 5.151e-05  8.440e-02 2.221e-03  0.2378   4.4022  224.36  17.65   58.60  14.00  1.61 0.15  10.190  4.198    0.660   5.468e+14 1.854e+13  5.732e+13 1.136e+12  0.1048 0.0041   5.966e+14 2.076e+13  6.470e+13 1.258e+12  0.1085 0.0043
ABELL_0744                        9:07:20.46   16:39:06.2  0.0729  0.722 0.061   2.335 0.317  1.174e+14 2.965e+13  0.316 0.019   2.347 0.229  4.914e+13 8.865e+12  2.748e+43 1.775e+42   16.609  1.083      -      -    4.860e-01 9.190e-01  6.003e-03 4.156e-02  8.396e-03 2.380e-02  1.056e-03 2.780e-05  7.111e-02 1.871e-03  0.0649   6.2628  107.58   8.29   69.31  11.22  1.98 0.68   8.006  2.496    0.287   3.682e+13 3.245e+12  2.488e+12 5.257e+10  0.0676 0.0061   4.026e+13 3.667e+12      -         -         -      -  
ABELL_0754                        9:09:18.19   -9:41:09.6  0.0542  1.437 0.043   8.424 0.117  9.093e+14 8.177e+13  0.642 0.013   8.400 0.128  4.062e+14 2.443e+13  4.211e+44 1.703e+42    1.185  0.067    5.737  0.047      -         -          -         -          -         -          -         -          -         -      0.2755   2.5783     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_0773                        9:17:52.57   51:43:38.2  0.2170  1.302 0.071   8.063 0.625  7.872e+14 1.295e+14  0.581 0.028   8.031 0.584  3.501e+14 5.107e+13  9.616e+44 1.619e+43    3.256  0.166    5.807  0.210  3.410e+00 9.664e-01  4.116e-01 1.392e-01  5.994e-03 8.958e-03  2.597e-03 6.835e-05  8.630e-02 2.271e-03  0.2136  -0.2377  224.62  12.85   24.63   6.82  2.03 0.18  14.710  9.907      -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_0781                        9:20:26.54   30:29:35.0  0.2980  1.112 0.111   6.465 1.007  5.314e+14 1.590e+14  0.492 0.049   6.399 0.984  2.308e+14 6.954e+13  5.125e+44 2.417e+43    3.986  0.554    3.767  0.541  2.291e+01 9.715e+00  1.639e-01 2.915e-01  6.974e-03 5.837e-02  4.852e-03 1.277e-04  4.799e-02 1.263e-03  0.1382  -6.1375     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_0795                        9:24:05.78   14:10:26.0  0.1359  1.063 0.044   5.098 0.321  3.958e+14 4.882e+13  0.466 0.018   4.993 0.300  1.665e+14 1.929e+13  3.610e+44 6.327e+42    5.233  0.196   19.906  0.435  3.349e+00 9.115e-01  5.312e-01 1.531e-01  1.413e-03 4.144e-03  1.959e-03 5.155e-05  7.548e-02 1.986e-03  0.2315   6.2832   20.62   2.60  120.05   5.07  1.07 0.04   0.953  0.203    0.395   1.017e+14 7.229e+12  1.161e+13 1.756e+11  0.1141 0.0083   1.223e+14 7.795e+12      -         -         -      -  
ABELL_0853                        9:42:14.63   15:22:54.4  0.1664  0.928 0.053   4.061 0.370  2.709e+14 4.655e+13  0.430 0.029   4.429 0.481  1.345e+14 2.704e+13  1.756e+44 5.826e+42    6.756  0.561      -      -        -         -          -         -          -         -          -         -          -         -      0.3732   4.0762     -      -       -      -     -    -       -      -      0.447   1.519e+14 4.562e+12  9.737e+12 3.123e+11  0.0641 0.0028   1.456e+14 4.374e+12  9.160e+12 2.938e+11  0.0629 0.0028
ABELL_0868                        9:45:26.14   -8:39:24.4  0.1530  0.985 0.036   4.503 0.235  3.207e+14 3.506e+13  0.432 0.015   4.435 0.221  1.351e+14 1.361e+13  3.806e+44 9.230e+42    1.530  0.310    6.698  0.397  1.725e+01 4.544e+00  1.172e-01 1.347e-01  8.033e-03 2.568e-02  2.908e-03 7.653e-05  4.487e-02 1.181e-03  0.1556   5.7649     -      -       -      -     -    -       -      -      0.414   1.191e+14 7.007e+12  1.418e+13 3.023e+11  0.1190 0.0074   1.274e+14 7.294e+12  1.530e+13 3.118e+11  0.1201 0.0073
ABELL_0907                        9:58:21.95  -11:03:50.7  0.1527  1.138 0.031   5.898 0.172  4.935e+14 4.021e+13  0.504 0.011   5.848 0.153  2.142e+14 1.413e+13  6.470e+44 8.189e+42    3.371  0.123   11.383  0.161  7.784e-02 6.246e-02  5.224e-01 7.274e-02  2.338e-03 2.958e-03  9.417e-04 2.478e-05  5.574e-02 1.467e-03  0.2801  -1.9940   27.05   9.43  121.84  12.39  1.10 0.09  12.300 99.999      -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_0963                       10:17:03.74   39:02:49.2  0.2060  1.187 0.047   6.708 0.354  5.895e+14 7.002e+13  0.527 0.018   6.654 0.327  2.579e+14 2.665e+13  8.671e+44 1.038e+43    3.594  0.131    9.899  0.190  6.220e-02 9.795e-02  5.812e-02 3.152e-02  2.040e-03 3.813e-03  1.719e-03 4.522e-05  4.504e-02 1.185e-03  0.1014   1.5552   75.83  12.28  109.67  15.06  1.04 0.10   3.895  1.373    0.510   2.342e+14 1.252e+13  2.614e+13 2.880e+11  0.1116 0.0061   2.403e+14 1.247e+13  2.740e+13 3.111e+11  0.1140 0.0061
